Elemento	Bazformo	Statuso	BRO	Oficiala difino	France	Angle	Germane	Pole	Ruse	Hispane	Itale	Katalune	Portugale
ID/	-id-	F	BRO1: -ido		enfant, descendant; ex. bov/ bœuf -- bov/id/ veau; Izrael/ Israël -- Izrael/id/ Israëlite	descendant, young one; e. g. bov/ ox -- bov/id/ calf	Kind, Nachkomme; z. B. bov/ Ochs -- bov/id/ Kalb; Izrael/ Israel -- Izrael/id/ Israelit	dziecie;, potomek; np. bov/ byk -- bov/id/ ciele;; Iszrael/ Izrael -- Izrael/id/ Izraelita	????, ????????; ????. bov/ ???? -- bov/id/ ????????; Izrael/ ??????? -- Izrael/id/ ?????????????				
IDE/	ide/o	F +1OA +7OA	BRO4: ideo		idée	idea	Idee	ideja	????				
IDEAL/	ideal/o	1OA	BRO8: idealo		idéal	ideal	Ideal	idea?	??????				
IDENT/	ident/a	1OA	BRO8: identa		identique	identical	identisch	identyczny	?????????????				
IE	ie	F	BRO1: ie		quelque part	somewhere AK	irgend wo	gdzies'	???-??????				
IEL	iel	F	BRO6: iel		d’une manière quelconque	somehow AK	irgend wie	jakos'	????-??????				
IES	ies	F	BRO6: ies		de quelqu’un	someone’s AK	irgend jemandes	czyjs'	???-??????				
IG/	-ig-	F	BRO1: -igi		faire...; ex. pur/ pur, propre -- pur/ig/ nettoyer; mort/ mourir -- mort/ig/ tuer (faire mourir)	to cause to be; e. g. pur/ pure -- pur/ig/ purify	zu etwas machen, lassen; z. B. pur/ rein -- pur/ig/ reinigen; brul/ brennen (intr.;) -- brul/ig/ brennen (tr.) AK	robic' czems'; np. pur/ czysty -- pur/ig/ czys'cic'; brul/ palic' sie; -- brul/ig/ palic'	?????? ????-??????, ????????? ??????; ????. pur/ ?????? -- pur/ig/ ???????; brul/ ?????? -- brul/ig/ ????				
IGNOR/	ignor/i	2OA	BRO9: ignori	ignor/i. S^ajnigi nescion.									
IG^/	-ig^-	F	BRO1: -ig^i		se faire, devenir...; ex. pal/ pâle -- pal/ig^/ pâlir; sid/ être assis -- sid/ig^/ s’asseoir	to become; e. g. rug^/ red -- rug^/ig^/ blush	in einen Zustand gelangen; z. B. pal/ blass -- pal/ig^/ erblassen; sid/ sitzen -- sid/ig^/ sich setzen AK	stawac' sie; czems'; np. pal/ blady -- pal/ig^/ bledna;c'; sid/ siedziec' -- sid/ig^/ usia;s'c'	???????? ???? ??????, ????????? ????...; ????. pal/ ??????? -- pal/ig^/ ????????; sid/ ?????? -- sid/ig^/ ?????				
IL/	-il-	F	BRO1: -ilo		instrument; ex. tond/ tondre -- tond/il/ ciseaux; paf/ tirer (coup de feu) -- paf/il/ fusil	instrument; e. g. tond/ shear -- tond/il/ scissors	Werkzeug; z. B. tond/ scheeren -- tond/il/ Scheere; paf/ schiessen -- paf/il/ Flinte	narze;dzie; np. tond/ strzydz -- tond/il/ noz'yce; paf/ strzelac' -- paf/il/ fuzya	?????? ???...; ????. tond/ ?????? -- tond/il/ ???????; paf/ ???????? -- paf/il/ ?????				
ILI	ili	F	BRO1: ili		ils, elles	they	sie (Mehrzahl)	oni	???, ???				
ILUSTR/	ilustr/i	1OA	BRO8: ilustri		illustrer (orner de gravures)	illustrate	illustrieren	ilustrowac'	??????????????				
IMAG/	imag/i	F	BRO6: imagi		s’imaginer AK	imagine	sich einbilden AK	wyobraz.ac' (sobie) AK	??????????				
IMIT/	imit/i	F	BRO6: imiti		imiter	imitate	nachahmen	nas'ladowac'	?????????				
IMPERI/	imperi/o	F	BRO8: imperio		empire	empire	Kaiserreich	cesarstwo	???????				
IMPET/	impet/i	8OA	BRO9: impeti	impet/i. Forte kaj vive sin j^eti antau(en.	s’élancer	to rush forward	sich vorwärts stürzen, loststürzen			lanzarse, arrojarse, tener ímpetu	slanciarsi, avventarsi, scagliarsi, scattare		arremeter, arrojar-se
IMPLIK/	implik/i	F	BRO9: impliki		impliquer, empêtrer	implicate	verwickeln	zawik?ac'	??????????, ?????????				
IMPORT/	import/i	1OA	BRO8: importi		importer	import	importieren	importowac'	???????				
IMPOST/	impost/o	1OA	BRO8: imposto		impôt	impost	Steuer	podatek	??????				
IMPRES/	impres/o	F	BRO8: impreso		impression	impression	Eindruck	wraz'enie	???????????				
IMPULS/	impuls/o	1OA	BRO9: impulso		impulsion	impulsion	Impuls, Antrieb	impuls	????????				
IMUN/	imun/a	4OA	BRO9: imuna		immunisé (méd.)	immune	seuchenfest			inmune	immune (med.)	immune (noto)	imune
IN/	-in-	F	BRO1: -ino		marque le féminin; ex. patr/ père -- patr/in/ mère	ending of feminine words; e. g. bov/ ox -- bov/in/ cow	bezeichnet das weibliche Geschlecht; z. B. patr/ Vater -- patr/in/ Mutter; fianc^/ Bräutigam -- fianc^/in/ Braut	oznacza kobiete; lub samice; AK	??????? ????; ????. patr/ ????? -- patr/in/ ????; fianc^/ ?????? -- fianc^/in/ ???????				
INCIT/	incit/i	F	BRO9: inciti		agacer, irriter	provoke, incite	reizen	draz'nic'	??????????				
IND/	-ind-	F	BRO1: -inda		mérite, qui mérite..., qui est digne de...; ex. lau(d/ louange lau(d/ind/ digne de louange	worthy of AK	würdig, werth	godny, wart	?????????				
INDIFERENT/	indiferent/a	F	BRO8: indiferenta		indifférent	indifferent	gleichgültig	oboje;tny	???????????				
INDIGN/	indign/i	F	BRO9: indigni		s’indigner	be indignant AK	entrüstet sein	oburzac' sie;	??????????				
INDIK/	indik/i	3OA	BRO9: indiki		indiquer	to indicate	kennzeichnen, anzeigen, hinweisen auf	cwskarywac		indicar	indicare		indicar
INDIVIDU/	individu/o	1OA	BRO9: individuo		individu	individual	Individuum	indywiduum	????????				
INDULG/	indulg/i	F	BRO9: indulgi		être indulgent, épargner, ménager AK	be indulgent, be merciful, spare AK	nachsichtig sein, schonen AK	oszcze;dzac', pob?az.ac' AK	??????????, ??????? AK				
INDUSTRI/	industri/o	F	BRO6: industrio		industrie	industry	Industrie	przemys?	??????????????				
INFAN/	infan/o	F	BRO2: infano		enfant	child	Kind	dziecie;	????				
INFEKT/	infekt/i	F	BRO9: infekti		infecter, contaminer AK	infect	anstecken	zaraz'ac'	????????				
INFER/	infer/o	F	BRO9: infero		enfer	hell	Hölle	piek?o	???				
INFLU/	influ/i	F	BRO8: influi		influer, influencer AK	influence	Einfluss haben	wyvierac' wp?yw	??????				
INFORM/	inform/i	1OA	BRO6: informi		informer	inform	informieren	informowac'	???????????				
ING/	-ing-	F	BRO9: -ing-		marque l’objet dans lequel se met, ou mieux s’introduit...; ex. kandel/ chandelle -- kandel/ing/ chandelier; plum/ plume -- plum/ing/ porte-plume	holder for; e. g. kandel/ candle -- kandel/ing/ candlestick	Gegenstand, in den etwas eingestellt, eingesetzt wird; z. B. kandel/ Kerze -- kandel/ing/ Leuchter; plum/ Feder -- plum/ing/ Federhalter	przedmiot, w który sie; cos' wsadza, wstawia; np. kandel/ s'wieca -- kandel/ing/ lichtarz; plum/ pióro -- plum/ing/ obsadka do pióra	????, ?? ??????? ???????????, ???????????; ????. kandel/ ????? -- kandel/ing/ ???????????; plum/ ???? -- plum/ing/ ????? ??? ???????				
ING^ENIER/	ing^enier/o	F	BRO8: ing^eniero		ingénieur	engineer	Ingenieur	inz'ynier	????????				
INICIAT/	iniciat/i	F	BRO9: iniciati		prendre l’initiative de, provoquer AK	initiate, start AK	anstiften, veranlassen	zapocza;tkowac', dac' inicyatywe;	???? ???????????, ?????? ????? AK				
INJEKT/	injekt/i	8OA	BRO9: injekti	injekt/i. Ens^prucigi substancon en organismon, aparaton au( materialon.	injecter	to inject	einspritzen, injizieren			inyectar	iniettare		injectar
INK/	ink/o	F	BRO5: inko		encre	ink	Dinte	atrament	???????				
INKLIN/	inklin/a	F	BRO8: inklina		enclin	inclined, disposed AK	geneigt, bereit zu AK	sk?onny	????????				
INSEKT/	insekt/o	F	BRO5: insekto		insecte	insect	Insekt	owad	?????????				
INSID/	insid/i	F	BRO9: insidi		tendre des pièges	lay snares	nachstellen	robic' zasadzke; AK	??????? ?????, ???????????? AK				
INSIGN/	insign/o	F	BRO9: insigno		insigne, armoiries, armes AK	insignia, armorial bearings AK	Wappen, Wahrzeichen, Abzeichen AK	herb	????, ?????? AK				
INSIST/	insist/i	1OA	BRO8: insisti		insister	insist	beharren	nalegac'	??????????				
INSPEKTOR/	inspektor/o	1OA	BRO9: inspektoro		inspecteur	inspector	Inspektor	inspektor	??????????				
INSPIR/	inspir/i	F	BRO9: inspiri		inspirer	inspire	einflössen	wpajac', natchna;c'	???????????				
INSTAL/	instal/i	2OA	BRO8: instali										
INSTANC/ (jur.)	instanc/o	2OA	BRO9: instanco										
INSTIG/	instig/i	F	BRO8: instigi		pousser à, inciter à AK	instigate	antreiben, anspornen, hetzen	pobudzac' (do czynu) AK	?????????, ??????????? AK				
INSTINKT/	instinkt/o	1OA	BRO7: instinkto		instinct	instinct	Instinkt	instynkt	?????????				
INSTRU/	instru/i	F	BRO5: instrui		instruire, enseigner	instruct, teach	lehren	uczyc'	?????				
INSTRUMENT/	instrument/o	1OA	BRO8: instrumento		instrument	instrument	Instrument	instrument	???????????				
INSUL/	insul/o	F	BRO6: insulo		île	island	Insel	wyspa	???????				
INSULT/	insult/i	F	BRO8: insulti		insulter, injurier AK	abuse, revile AK	(be)schimpfen AK	wymys'lac', zniewaz.ac' AK	??????				
INT/	-int-	F	BRO1: -int-		marque le participe passé du verbe actif; ex. far/ faire -- far/int/ ayant fait	ending of past part. act. in verbs; e. g. am/int/ having loved	bezeichnet das Particip. perfecti act.	oznacza imies?ów czynny czasu przesz?ego	????????? ????????? ?????????? ??????? ??????. ??????				
INTELEKT/	intelekt/o	4OA	BRO8: intelekto		intelligence, facultés intellectuelles	intellect	Verstand, Erkenntnisvermögen			intelecto, entendimiento, inteligencia	intelletto	intel·lecte (noto)	intelecto
INTELIGENT/	inteligent/a	1OA	BRO8: inteligenta		intelligent	intelligent	intelligent	inteligientny	?????????????				
INTENC/	intenc/i	F	BRO5: intenci		se proposer de	intend	beabsichtigen	zamierzac'	????????????				
INTER	inter	F	BRO1: inter		entre, parmi	between, among	zwischen, unter AK	mie;dzy	?????				
INTERN/	intern/a	F	BRO4: interna		intérieur, dedans	inner	innerhalb, im Innern	wewna;trz	??????				
INTERPELACI/	interpelaci/i	8OA	BRO9: interpelacii	interpelaci/i. (Se paroli pri deputito en parlamento) publike demandi al ministro por ricevi klarigojn pri agoj de la registaro.	interpeller	to interpellate	interpellieren			interpelar	interpellare		interpelar (parlamentar)
INTERPRET/	interpret/i	1OA	BRO9: interpreti		interpréter	interpret	interpretieren, dolmetschen	interpretowac'	?????????????				
INTEST/	intest/o	F	BRO9: intesto		intestin	intestine	Darm	kiszka	?????				
INTIM/	intim/a	F	BRO9: intima		intime	intimate	vertraut, intim AK	serdeczny, zaz'y?y	????????				
INUND/	inund/i	4OA	BRO9: inundi		inonder	to inundate	überschwemmen			inundar	inondare	inundar	inundar
INVALID/	invalid/o	1OA	BRO9: invalido		invalide	invalid	Invalide	inwalid	????????				
INVENT/	invent/i	8OA	BRO9: inventi	invent/i. Krei, elpensi ion novan per la forto de la spirito.	inventer	to invent	erfinden			inventar	inventare		inventar
INVIT/	invit/i	F	BRO5: inviti		inviter	invite	einladen	zapraszac'	??????????				
IO	io	F	BRO1: io		quelque chose	something AK	etwas	cos'	???-??????				
IOM	iom	F	BRO1: iom		un peu, quelque peu de	a little, some quantity AK	ein wenig	ilekolwiek	???????-??????				
IR/	ir/i	F	BRO2: iri		aller	go	gehen	is'c'	????				
IRONI/	ironi/o	1OA	BRO9: ironio		ironie	irony	Ironie	ironja	??????				
-IS	-is	F	BRO1: -is		marque le passé; ex. far/ faire -- mi far/is je faisais, j’ai fait etc.	ending of past tense in verbs; e. g. am/is loved	bezeichnet die vergangene Zeit	oznaczca czas przesz?y	????????? ????????? ?????				
ISM/	-ism-	2OA	BRO1: -ismo	-ism-. Teorio, sistemo, doktrino, skolo, partio, celado, kaj analogiaj sencoj									
IST/	-ist-	F	BRO1: -isto		marque la profession; ex. bot/ botte -- bot/ist/ bottier; mar/ mer -- mar/ist/ marin	person occupied with; e. g. mar/ sea -- mar/ist/ sailor	bezeichnet den Träger des Berufs, der regelmässigen Beschäftigung mit etwas; z. B. bot/ Stiefel -- bot/ist/ Schuster; mar/ Meer -- mar/ist/ Seeman AK	zajmuja;cy sie;; np. bot/ but -- bot/ist/ szewc; mar/ morze -- mar/ist/ marynarz	????????????; ????. bot/ ?????? -- bot/ist/ ?????????; mar/ ???? -- mar/ist/ ??????				
IT/	-it-	F	BRO1: -it-		marque le participe passé passif; ex. far/ faire -- far/it/ fait (qu’on a fait), ayant été fait	ending of past part. pass. in verbs; e. g. am/it/ having been loved	bezeichnet das Particip. perfecti passivi	oznacza imies?ów bierny czasu przesz?ego	????????? ????????? ?????????? ??????? ?????????????? ??????				
IU	iu	F	BRO1: iu		quelqu’un	someone AK	jemand	ktos'	???-??????				
IZOL/	izol/i	F	BRO9: izoli		isoler	isolate	isoliren	odosabniac'	????????				
-J	-j	F	BRO1: -j		marque le pluriel; ex. hom/o homme -- hom/o/j hommes	sign of the plural; e. g. patr/o father -- patr/o/j fathers	bezeichnet den Plural	oznacza liczbe; mnoga;	????????? ????????????? ?????				
JA	ja	F	BRO1: ja		en effet, de fait, donc, n’est-ce pas	emphatic particle AK	ja, doch	wszakz'e	????				
JAK/	jak/o	F	BRO6: jako		veste	jacket	Jacke	kurtka, kaftanik	??????				
JAM	jam	F	BRO1: jam		déjà	already	schon	juz'	???				
JANUAR/	Januar/o	F	BRO5: Januaro		Janvier	January	Januar	Styczen'	??????				
JAR/	jar/o	F	BRO2: jaro		année	year	Jahr	rok	????				
JE	je	F	BRO1: je		se traduit par différentes prépositions; sa signification est toujours aisément suggérée par le sens de la phrase	can be rendered by various English prepositions	kann durch verschiedene Präpositionen übersetzt werden	moz'e byc' przet?omaczone za pomoca; róz'nych przyimków	?????? ???? ?????????? ?????????? ??????????				
JEN	jen	F	BRO1: jen		voilà, voici	behold, lo	da! siehe!	otóz'	????				
JES	jes	F	BRO1: jes		oui	yes	ja	tak	??				
JU	ju	F	BRO8: ju		ju -- des plus -- plus	ju -- des the -- the	ju -- des je -- desto	ju -- des im -- tem	ju -- des ???? -- ????				
JUBILE/	jubile/o	1OA	BRO9: jubileo		jubilé	jubilee	Jubiläum	jubileusz	??????				
JUG/	jug/o	F	BRO9: jugo		joug	yoke	Joch	jarzmo	???				
JUG^/	jug^/i	F	BRO5: jug^i		juger	judge AK	richten, urtheilen	sa;dzic'	??????				
JUK/	juk/i	F	BRO9: juki		démanger	itch	jucken	swe;dzic'	??????				
JULI/	Juli/o	F	BRO5: Julio		Juillet	July	Juli	Lipiec	????				
JUN/	jun/a	F	BRO2: juna		jeune	young	jung	m?ody	???????				
JUNG/	jung/i	F	BRO9: jungi		atteler	couple, harness (vb.)	spannen (z. B. Pferde)	zaprze;gac'	?????????				
JUNI/	Juni/o	F	BRO5: Junio		Juin	June	Juni	Czerwiec	????				
JUP/	jup/o	F	BRO7: jupo		jupe, jupon	petticoat	Frauenrock, Unterrock	spódnica	????				
JUR/	jur/o	F +3OA +8OA	BRO8: juro		science du droit, droit	jurisprudence, science of law, law	Jurisprudenz, Jura			jurisprudencia, derecho (ciencia)	giurisprudenza		direito (sciencia)
JUST/	just/a	F	BRO4: justa		juste, équitable AK	just, righteous	gerecht	sprawiedliwy	????????????				
JUVEL/	juvel/o	F	BRO8: juvelo		bijou	jewel	Edelstein	kamien' drogi	??????????? ??????				
J^ALUZ/	j^aluz/a	F	BRO8: j^aluza		jaloux	jealous	eifersüchtig	zazdrosny	????????				
J^AU(D/	j^au(d/o	F	BRO5: j^au(do		jeudi	Thursday	Donnerstag	czwartek	????????				
J^ET/	j^et/i	F	BRO3: j^eti		jeter	throw	werfen	rzucac'	???????				
J^UR/	j^ur/i	F	BRO8: j^uri		jurer	swear	schwören	przysie;gac'	????????, ???????				
J^URNAL/	j^urnal/o	F +1OA +8OA	BRO8: j^urnalo		journal	journal	Journal	dziennik	???????				
J^US	j^us	F	BRO1: j^us		justement, à l’instant	just, exactly AK	soeben, gerade, just AK	wlas'nie, tylko co	?????? ???				
KABAN/	kaban/o	2OA	BRO9: kabano		cabane	hut	Hütte						
KABINET/	kabinet/o	5OA	BRO8: kabineto	kabinet/o 1-e C^ambro destinita al intelekta laboro. 2-e Speciala c^ambro, kie oni ekspozicias sciencajn au( artajn kolektojn. 3-e Ministraro.	1-e cabinet (de travail); 2-e cabinet (de collections); 3-e cabinet (ensemble des ministres)	1-e cabinet; 2-e cabinet; 3-e cabinet	1-e Arbeitszimmer; 2-e Sammlungszimmer; 3-e Regierung	1-e gabinet; 2-e gabinet; 3-e gabinet		1-e gabinete (de estudios); 2-e gabinete (colección de objetos curiosos); 3-e gabinete (ministerio)	1-e gabinetto (studio); 2-e gabinetto (stanza d’esposizione); 3-e gabinetto (consiglio dei ministri)		
KAC^/	kac^/o	F	BRO9: kac^o		bouillie AK	pap	Brei	kasza (gotowana) AK	????				
KADR/	kadr/o	F	BRO7: kadro		cadre	frame (a) AK	Rahmen	rama	????				
KADUK/	kaduk/a	F	BRO9: kaduka		caduc, périssable	decrepit, decayed (of things) AK	hinfällig	wa;t?y, zgrzybia?y	???????				
KAF/	kaf/o	F	BRO5: kafo		café	coffee	Kaffee	kawa	????				
KAG^/	kag^/o	F	BRO9: kag^o		cage	cage	Käfig	klatka	??????				
KAHEL/	kahel/o	F	BRO9: kahelo		carreau	earthen (etc.) tile, flagstone (building) AK	Kachel	kafel, kafla	?????				
KAJ/	kaj/o	1OA	BRO8: kajo		quai	quay, wharf	Kai	brzeg rzeki, bulwar	??????????				
KAJ	kaj	F	BRO1: kaj		et	and	und	i, a	?				
KAJER/	kajer/o	F	BRO6: kajero		cahier, fascicule AK	unbound book, part (of same) AK	Heft	kajet	???????				
KAJUT/	kajut/o	F	BRO9: kajuto		cahute, cabine AK	cabin	Kajüte	kajuta	?????				
KAKA/	kaka/o	1OA	BRO9: kakao		cacao	cocoa	Kakao	kakao	?????				
KAKT/	kakt/o	8OA	BRO9: kakto	kakt/o. Planto kun karnecaj tigoj kaj branc^oj, kiuj surhavas skvamojn au( pikilojn anstatau( folioj.	cactus	cactus	Kaktus			cacto, cactus	cacto, cactus		cacto
KAL/	kal/o	F	BRO9: kalo		cor (aux pieds)	corn (on the foot)	Hühnerauge	nagniotek, odcisk	??????				
KALDRON/	kaldron/o	F	BRO9: kaldrono		chaudron	kettle	Kessel	kocio?	??????				
KALENDAR/	kalendar/o	1OA	BRO8: kalendaro		calendrier	calendar	Kalender	kalendarz	?????????				
KALKAN/	kalkan/o	F	BRO8: kalkano		talon (du pied)	heel	Ferse	pie;ta	?????				
KALKAN/UM/ (noto)	kalkan/um/o	1OA	BRO9: kalkanumo		talon (chauss.)	heel (of a shoe)	Absatz	obcas	???????				
KALKUL/	kalkul/i	F	BRO4: kalkuli		calculer, compter AK	calculate	rechnen	rachowac', liczyc'	???????				
KALSON/	kalson/o	F	BRO8: kalsono		caleçons	drawers	Unterhosen	gacie, kalesony	???????????				
KALUMNI/	kalumni/i	F	BRO9: kalumnii		calomnier	calumniate	verläumden	obgadywac', potwarzac'	?????????				
KAMARAD/	kamarad/o	1OA	BRO7: kamarado		camarade	comrade, fellow	Kamerad	towarzysz	????????				
KAMEL/	kamel/o	F	BRO9: kamelo		chameau	camel	Kameel	wielb?a;d	????????				
KAMEN/	kamen/o	F	BRO6: kameno		cheminée	fire-place	Kamin	kominek	??????				
KAMION/	kamion/o	8OA	BRO8: kamiono	kamion/o. Granda au(tomobila veturilo por pezaj s^arg^oj.	camion	lorry, truck	Lastkraftwagen, Lastauto, Laster			camión	camion		camião, caminhão
KAMP/	kamp/o	F	BRO2: kampo		champ, campagne	field	Feld	pole	????				
KANAL/	kanal/o	1OA	BRO9: kanalo		canal	channel	Kanal	kana?	??????				
KANDEL/	kandel/o	F	BRO8: kandelo		chandelle	candle	Licht, Kerze	s'wieca	?????				
KANDIDAT/	kandidat/o	1OA	BRO9: kandidato		candidat	candidate	Kandidat	kandydat	?????????				
KANKR/	kankr/o	F	BRO9: kankro		écrevisse	crab	Krebs	rak	????				
KANT/	kant/i	F	BRO3: kanti		chanter	sing	singen	s'piewac'	????				
KANZON/	kanzon/o	8OA	BRO8: kanzono	kanzon/o. Versaj^o, plej ofte gaja, sprita au( moka, konsistanta el egalaj strofoj finig^antaj per refreno kaj destinita esti kantata.	chanson	(chanson), (little) song	Lied, Gesang, Chanson			canción	canzone		canção, modinha
KAP/	kap/o	F	BRO2: kapo		tête	head	Kopf	g?owa	??????				
KAPABL/	kapabl/a	F	BRO5: kapabla		capable, apte	capable	fähig	zdolny	?????????				
KAPITAL/	kapital/o	1OA	BRO8: kapitalo		capital (fonds)	capital	Kapital	kapita?	????????				
KAPR/	kapr/o	F	BRO6: kapro		bouc	goat	Ziege AK	kozio?	??????				
KAPRIC/	kapric/a	F	BRO8: kaprica		caprice	caprice, whim	Caprice, Laune	kaprys	???????				
KAPT/	kapt/i	F	BRO4: kapti		attraper, capturer, prendre, saisir AK	catch	fangen	chwytac'	??????				
KAR/	kar/a	F	BRO4: kara		cher	dear	theuer	drogi	???????				
KARAF/	karaf/o	F	BRO9: karafo		carafe	caraffe, decanter	Caraffe	karafka	???????				
KARAKTER/	karakter/o	F	BRO7: karaktero		caractère	character	Charakter	charakter	?????????				
KARB/	karb/o	F	BRO6: karbo		charbon	coal	Kohle	we;giel	?????				
KARES/	kares/i	F	BRO8: karesi		caresser	caress	liebkosen	piescic'	???????				
KARN/	karn/o	1OA	BRO9: karno		chair	flesh	Fleisch (am Körper)	cia?o	???? (?? ????) (noto)				
KARNAVAL/	karnaval/o	F	BRO9: karnavalo		carnaval	carnival AK	Karneval, Fasching AK	karnawa?	?????????, ?????????				
KAROT/	karot/o	F	BRO7: karoto		carotte	carrot	Möhre, Mohrrübe	marchew	???????				
KARP/	karp/o	F	BRO9: karpo		carpe (poisson)	carp (fish)	Karpfen	karp	?????				
KART/	kart/o	F	BRO5: karto		carte	card	Karte	karta; mapa	?????				
KARTON/	karton/o	F	BRO9: kartono		carton	cardboard AK	Pappe	tektura	???????, ?????				
KAS/	kas/o	F	BRO8: kaso		caisse (fonds) AK	till, cash-box, chest (money) AK	Kasse	kassa	?????				
KASEROL/	kaserol/o	F	BRO7: kaserolo		casserole	stewpan, saucepan AK	Casserolle	rondel	????????				
KASKED/	kasked/o	8OA	BRO9: kaskedo	kasked/o. C^apo kun viziero, portata au( de uniformuloj, au( de civiluloj. Rimarko: la kaskedo estas pli plata, iafoje kap-ronda; la kepo estas pli alta, ordinare cilindra.	casquette	(peaked) cap	(Schirm-)Mütze			gorra, (casquette)	berretto		boné
KASTEL/	kastel/o	F	BRO8: kastelo		château	castle	Schloss, Kastell	zamek (obronny) AK	??????				
KAS^/	kas^/i	F	BRO4: kas^i		cacher	hide (vb.)	verbergen, verhehlen	chowac'	???????				
KAS^TAN/	kas^tan/o	F	BRO9: kas^tano		châtaigne	chestnut	Kastanie	kasztan	???????				
KAT/	kat/o	F	BRO4: kato		chat	cat	Katze	kot	????				
KATALOG/	katalog/o	1OA	BRO9: katalogo		catalogue	catalogue	Katalog	katalog	????????				
KATAR/	katar/o	F	BRO7: kataro		catarrhe	catarrh	Schnupfen, Katarrh	katar	????????, ??????				
KATEGORI/	kategori/o	1OA	BRO9: kategorio		catégorie	category	Kategorie	kategorja	?????????				
KATEN/	katen/o	F	BRO8: kateno		chaîne	fetter	Fessel	kajdany	?????, ???????				
KAU(C^UK/	kau(c^uk/o	1OA	BRO7: kau(c^uko		caoutchouc	india rubber	Kautschuk	kauczuk	???????				
KAU(Z/	kau(z/o	F	BRO4: kau(zo		causer	cause	verursachen	powodowac', sprawiac'	?????????				
KAV/	kav/o	F	BRO7: kavo		fosse, creux	cavity, hollow AK	Grube	dó?, loch	???				
KAVERN/	kavern/o	F	BRO9: kaverno		caverne	cavern	Höhle	jaskinia, pieczara	??????				
KAZ/	kaz/o	F	BRO9: kazo		cas (gram.) AK	case (gram.) AK	Kasus, Fall AK	przypadek (gramat.) AK	????? (?????????.) AK				
KE	ke	F	BRO1: ke		que	that (conj.)	dass AK	z.e, z.eby	???, ?????				
KEJL/	kejl/o	8OA	BRO9: kejlo	kejl/o. Ligna au( metala peco, ordinare konusa, uzata anstatau( najlo, por perforte s^topi truon au( rigide kunfiksi du partopecojn.	cheville (de bois)	peg	Pflock, Zapfen, Keil (Verbindungsteil zum Befestigen—Verkeilen—von Rädern, Riemenscheiben auf Wellen)			clavija	cavicchio, caviglia, cuneo		cavilha
KEL/	kel/o	F	BRO6: kelo		cave (la)	cellar	Keller	piwnica	???????				
KELK/	kelk/a	F	BRO2: kelka		quelque	some, a few, certain AK	mancher	niektóry	?????????				
KELNER/	kelner/o	F	BRO7: kelnero		garçon (d’hôtel, de café) AK	waiter AK	Kellner	kelner	???????, ????????				
